s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
231,TomÃ¡s Hiepes,Landscape with a Vine,representation,Prado Museum,Spain,FALSE,painting,"painting, oil on canvas",67 x 90 cm,c.1645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,5,0,1,1,0,4,FALSE,0,5,5,"relative size of grapes and leaves against tree/landscape, slightly surrealist air, hard to comprehend what things are, foreground, background because of sizes in relation to space"
232,Giandomenico Tiepolo,"The Mondo Nuovo, 2nd painting P7805",representation,Prado Museum,Italy,FALSE,painting,"painting, oil on canvas",34 x 58 cm,c.1765,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,0,1,0,3,FALSE,0,3,5,"2nd of two paintings (P7805), line of figures w/ back to viewer, interesting with so many back views of people, what is going on, what is everyone looking at"
233,Charles-Joseph Flipart ,"Disordered Table with a trompe lâ€™oeil of Paintings, a Hurdy-gurdy, Books and other Objects",representation,Prado Museum,France,FALSE,painting,"painting, oil on canvas",91 x 171 cm,1779,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,2,FALSE,0,3,5,"sketch for painting, unusual display of overlapping objects facing different ways, layers of paintings & objects; great title"
234,Francisco de Goya y Lucientes ,The 3rd of May 1808 in Madrid or â€œThe Executionsâ€ù,representation,Prado Museum,Spain,FALSE,painting,"painting, oil on canvas",268 x 347 cm,1814,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,0,2,2,4,FALSE,0,5,5,"dark sky, white shirt of man w/ outstretched arms, acents of light & color related to content, may be less uncertainty, but tension heightened by use of light to focus on the heroes, sense of a moment caught "
235,Francisco de Goya y Lucientes ,Asmodea,representation,Prado Museum,Spain,FALSE,painting,"painting, mixed method on mural transferred to canvas",127 x 263 cm,1820-1823,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,3,0,1,1,3,FALSE,0,0,5,"2 large figures painted hovering above scene, luminous sky, relative sizes, antigravity, use of light"
236,Francisco de Goya y Lucientes ,Dos personajes asomÃ¡ndose a una salida luminosa,representation,Prado Museum,Spain,FALSE,drawing,"drawing, red wash, red chalk on ivory laid paper",22 x 32 cm,1816-1819,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,4,4,FALSE,0,5,5,"loosely handled wash, slant of doorway, empty off-white space beyond, focus on nothing through doorway & how figures peer / point"
237,Francisco de Goya y Lucientes ,Dream 1. Universal Language. The Author dreaming,representation,Prado Museum,Spain,TRUE,drawing,"drawing, black chalk, pencil, iron gall ink on dark yellow laid paper",25 x 17 cm,1797,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,1,0,2,4,FALSE,0,5,0,"large bat over sleeping figure, dark areas & empty space, drawing for print, sense of handdrawn touch, parallel lines, areas not filled in, dream, unease"
238,Juan de Flandes ,The Ascension,representation,Prado Museum,Flanders / Belgium,FALSE,painting,"painting, oil on pine panel",110 x 84 cm,1514 - 1519 ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,2,0,0,0,4,FALSE,0,3,5,"bottom of (cutoff) figure going into cloud, people looking up, focus on footprints on rock & on feet, unnaturalness of top part"
239,Lucas Cranach the Elder,CacerÃ_a en el castillo de Torgau en honor de Fernando I,representation,Prado Museum,Germany,FALSE,painting,"painting, oil on panel",118 x 177 cm,1545,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,0,0,1,4,FALSE,0,5,5,"stags in river, antlers, archers behind trees, moving figures, teeming w/ activity, unusual space, use of bridge, swirling water"
240,El Greco (Domenikos Theotokopoulos),The Vision of Saint John,representation,Met Museum,Greece,FALSE,painting,"painting, oil on canvas",225 x 199 cm,c.1609Â‰Ã›Ã’14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,3,2,3,1,4,FALSE,0,5,5,"elongated figure w/ arms in air, gesture, specific use of color, swirling sky & robes w/ internal shapes that relate closely to figures, use of outlines around figures"
241,Fabrianne Peterson Nampitjinpa,Damper Seed,,japingkaaboriginalart.com,Australia,FALSE,painting,"painting, acrylic on canvas",90 x 75 cm,c.1990s,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,1,1,0,0,FALSE,5,0,0,"pattern from / towards center made w/ repeated dots & changing values, use of dots & fading out, movement"
242,Gloria Petyarre,Bush Medicine Leaves,,japingkaaboriginalart.com,Australia,FALSE,painting,"painting, acrylic on linen",90 x 60 cm,c.1990-2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,3,0,1,4,0,FALSE,0,5,0,curved parallel thick short lines creating surface movement
243,Samantha Hobson,Wave Burst,,japingkaaboriginalart.com,Australia,FALSE,painting,"painting, acrylic on linen",102 x 78 cm,c.2000-2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,3,2,2,4,FALSE,0,5,0,"acrylic, parallel thin lines as if viscous surface, particular curves of lines, changing color & sense of horizontal & vertical, moves eye around"
244,Sonya Kelliher-Combs,drawing title unknown,,sonyakellihercombs.com/,America,FALSE,drawing,"drawing,",,c.2000s,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,3,0,0,0,FALSE,0,5,3,may be not uncertainty but interesting coverage of part of image w/ semi-transparent paper (or drawing on back of paper) to suggest larger area
245,Julie Mehretu,"Epigraph, Damascus",,MoMA,America,FALSE,print,"print, photogravure & aquatint on six panels (twelve sheets)",217 ÃŒÃ‘ 87 cm (each panel),2016,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,2,0,1,4,FALSE,0,5,3,"one of the series; thicker marks overlaid on sharp, precise architectural lines, indeterminate, hard to tell what this is & what the space is"
246,Christiane Baumgartner,Strand from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,Germany,FALSE,print,"print, woodcut",39 ÃŒÃ‘ 49 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,4,1,0,1,3,FALSE,0,5,0,"parallel lines, sense of receeding tracks going into space, textural, optical"
247,Mark Bradford,Disappear Like a Dope Fiend,,New Yorker also MoMA,America,FALSE,painting,"painting, mixed media, collage on canvas",119 x 155 cm,2006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,1,1,2,1,FALSE,0,5,5,"collage, overlayering, scraping, overlapping, repetitive, snippets of information, layered but showing some of layers below"
248,JosÃ© Luis GuerÃ_n,The Academy of Muses,,MoMA,Spain,FALSE,photography,"photo, digital cinema, still",still from 92 mins (film),2015,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,1,2,0,1,4,TRUE,0,3,5,"film still, distortion of image, maybe combination of 2 images, sense of underwater, layering / reflection of distorted images"
249,Wade Guyton,Untitled,,MoMA,America,FALSE,painting,"painting, inkjet on canvas",217 x 175 cm,2006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,2,3,0,0,1,FALSE,0,5,0,"folded canvas run through printer more than once so smudging on one side, overlayering, alignment off, left is blurred & Xs not solid & overlaid, drips, whereas right is sharp; uncertain space"
250,Ian McKeever,Eagduru from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,UK,FALSE,print,"print, polymer gravure ",24 x 36 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,3,0,0,4,FALSE,0,3,5,"2 sides, one on right is hard to comprehend, blurry; on left behind a window pane / shadow; how are the 2 sides related"
251,Moris (Israel Meza Moreno),Hermoso paisaje 3,,I-20 Gallery also MoMA,Mexico,FALSE,sculpture,"sculpture, mixed media",80 x 65 x 25 cm,2007,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,1,0,1,0,3,FALSE,0,3,5,"objects in transparent bag, suspended against wall/ floor, uneasy sense to this work, is this someone's belongings / stolen / policy station / dead, what is the story here"
252,Richard Aldrich,Flying UFO Flying,,"Bortolami Gallery, also MoMA",America,FALSE,painting,"painting, oil & wax on linen",213 x 147 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,2,2,0,0,4,FALSE,5,5,5,"small & large together, part /  quarter of large shape cut off, different sizes, empty space, different transparencies, splatters, textures"
253,Jasper Johns,Alphabets,,MoMA,America,TRUE,print,"print, lithograph",105 x 75 cm,1962,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,1,3,FALSE,0,5,0,"a-z w/ some letters left out (empty spaces), partially scribbled erasures, overlaying, orientation of marks; each line starts w/ next letter in alphabet but do the combinations of letters / erasures mean?"
254,Sam Lewitt,Fluid Employment,conceptual,Miguel Abreu and Whitney Biennial 2012 and MoMA,America,FALSE,installation,"installation, ferromagnetic liquid poured bi-weekly over plastic sheets & magnetic elements, fans","each sheet 122 x 122 cm, installation dimensions variable",2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,5,0,1,4,FALSE,0,0,5,"fluid wobbling materials, moved by fan, floor installation using ferromagnetic liquid & fans: like a series of tidepools w/ wobbling shapes"
255,Ken Okiishi,gesture/data,conceptual,MoMA,America,FALSE,sculpture,"sculpture, oil & Chroma Key Video, paint on flat-screen televisions, VHS & HD video transferred to .mp4 (color, sound)","2 flat-screen TVs, left video 12:21 min, right 75:13 min",2014,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,1,2,1,0,3,FALSE,0,5,5,"gestural paint thick line marks on top of moving, flickering TV images below, 2 screens, can't fully see through to dvd below but lines don't cover the whole of the screen"
256,Rosemarie Trockel,Untitled,conceptual,MoMA,Germany,FALSE,painting,"painting, acrylic emulsion paint on paper",17 x 19 cm,1984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,3,1,0,4,FALSE,0,3,5,"volumetric object in relation to figure, hard to understand, are feet on the ground / jumping / off ladder - paint handling adds to the effect too"
257,GÃ_nther Uecker,Sturz,ZERO,Axel Vervoordt Gallery also MoMA,Germany,FALSE,painting,"painting, nails & acrylic paint on canvas over a wooden panel",200 x 155 cm,1987,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,2,4,0,1,3,FALSE,3,5,5,"nails in wood, acrylic paint smears, handling of dark paint, handmarks & use of nails in swirling pattern, panel appears to be in 2 halves"
258,Jack Whitten,Liquid Space I,,MoMA,America,FALSE,painting,"painting, acrylic slip on paper",52 x 52 cm,1976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,4,0,1,2,FALSE,3,5,5,"smeared paint on paper, acrylic on paper slipping across surface, indeterminate space, parallel dragged lines w/ small cracked white lines across, as well as darker & lighter areas which follow curves give illusion of cloth, textural"
259,Lucas Blalock,The Covered Piano,,Ramen Crucible gallery and MoMA,America,FALSE,photography,"photo, archival inkjet print",188 x 185 cm,2015-16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,0,1,4,FALSE,0,3,5,"deliberately awkwardly photoshopped 'still life' photo, creates strange mashup images w/ parts that are hard to comprehend but are repeated elements from a different photo, combines patterns & objects"
260,Jeff Elrod,Green Echo,,MoMA,America,FALSE,photography,"photo, digital print",70 x 57 cm,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,2,5,0,1,4,FALSE,0,3,5,"out of focus, digital print, blurring, pixelating. The pixellated texture creates an uncertainty of depth & space & of what the shapes are"
261,Eileen Quinlan,Makers,,eileenquinlan.com  and MoMA,America,FALSE,photography,"photo, gelatin silver print",102 x 81 cm,2013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,2,0,4,4,FALSE,5,5,3,"curved repeating lines, abrasion on photograph, constructed photo, what is this about, how are the curved darker lines on top related to the wool pattern"
262,Gedi Sibony,If,,Greene Naftali Gallery and MoMA,America,FALSE,installation,"installation, plastic & tape",292 x 196 cm,2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,3,0,0,1,FALSE,0,3,5,"transparent plastic on wall, empty, translucent ground, tape lines, see straight through plastic to wall. Usually used to cover not as thing in itself and not as thing in itself flat & taped to a wall"
263,Sarah Sze,Untitled,,Tanya Bonakdar Gallery and MoMA,America,FALSE,installation,"installation, mixed media","room size, dimensions variable",1998,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,2,1,FALSE,5,5,3,"objects on a ceiling, sense of suspension, how are objects staying on ceiling, objects small & carefully aligned to make patterns, pathways, architecture, describe parts of larger scenes; overall delicate, dispersed"
264,Michael Williams,DAD,,Gladstone Gallery also MoMA,America,TRUE,painting,"painting, inkjet on canvas",198 x 262cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,2,1,0,3,FALSE,0,3,5,"uses digital printouts, often w/ paint, realistic-seeming photoshop popup with choice of save/don't save, shows uncertainty through 3 text options - this, that or that"
265,Michele Abeles,B&W #06,conceptual,47 Canal also MoMA,America,FALSE,photography,"photo, digital C Print, UV solvent print",136 x 107 cm,2014,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,4,0,0,3,FALSE,0,0,5,"overlayering of in focus, textural film on out of focus geometric ground, 2 layers of space, are colored semi-transparent sheets real or photographed, use of background out of focus"
266,Sung Hwan Kim,Washing Brain and Corn,,Tate also MoMA,South Korea,FALSE,photography,"photo, video still ","video still, HD video, color, sound, 10 min, 22 sec",2010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,0,2,3,0,0,4,FALSE,0,3,5,"video still, figure in front of image, alteration of face, use of wings, strangeness "
267,Lisa Oppenheim,"Man holding large camera photographing a cataclysmic event, possibly a volcano erupting.",conceptual,Tanya Bonakdar Gallery and MoMA,America,FALSE,photography,"photo, b & w silver gelatin photograph, exposed & solarized by firelight",84 x 101 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,5,2,0,2,3,FALSE,0,3,5,"repetition, exposed historical film, use of multiple, explores image source & context, title of piece suggests this is from historical film exposed to a volcano"
268,Luther Price,Number 9,conceptual,Callicoon Arts also MoMA,America,FALSE,installation,"installation, handmade slide, projected in pairs",2.5 x 4 cm slide size ,2012,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,2,4,3,0,2,4,FALSE,0,5,5,"handmade slide, scrapped and recolored with inks & pens, image one of 80 projected slides, displayed in brief pairs on 2 projectors"
269,Lieko Shiga,Raisen Kaigan 36,,MoMA,Japan,FALSE,photography,"photo, chromogenic color print",91 ÃŒÃ‘ 60 cm,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,5,0,0,0,3,FALSE,0,0,5,"darkness semi-obscuring parts especially head, shadows, evokes the surreality of dreams"
270,Pat Steir ,Opacity Velocity,abstraction,Cheim & Read also MoMA,America,FALSE,painting,"painting, oil on canvas",213 x 213 cm,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,4,1,0,2,FALSE,0,5,5,"division into 2 parts, poured paint, thinness of paint"
271,Wolfgang Tillmans,"still life, Calle Real II",conceptual,David Zwirner Gallery also MoMA,Germany,TRUE,photography,"photo, inkjet print",82 x 67 cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,1,2,1,1,4,FALSE,0,5,5,"hard to tell what this is, very close-up or collage, long vertical image, angle, cropping of image, very close still life detail"
272,Mary Weatherford,vines,,David Kordansky Gallery also MoMA,America,FALSE,painting,"painting, flashe on linen",94 x 112 cm,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,4,0,1,4,FALSE,0,5,3,"use of overlayered lines, sense of handmade drawn line, spatial depth"
273,Yun-Fei Ji,The Empty City: Autumn Colors,,MoMA,China,FALSE,painting,"painting, Chinese watercolor and ink on Chinese paper",80 x 235 cm,2003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,4,2,1,1,4,FALSE,0,5,5,"combination of landscape spaces, foregrounds & deeper space, leaning angular gnarled trees, light washes, composition, sense of the elements, blown trees"
274,Mariah Robertson,Unique color print on metallic paper,conceptual,Van Doren Waxter also MoMA,America,FALSE,photography,"photo, color print on metallic paper",130 x 79 cm,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,3,0,2,4,FALSE,0,5,5,"2 parts, 1 b&w, 1 color bleeding colors into each other, manipulation of light, hard to tell what this is & use of 2 different images in relation to each other"
275,Uta Barth,Sundial (2007.14),conceptual,MoMA,Germany,FALSE,photography,"photo, chromogenic color prints",76 x 95 cm,2007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,3,2,1,1,4,FALSE,0,0,5,"4 panels, horizontal, close-ups & longer shots, close colors, tracing horizon line?, image placement & emptiness, what is it"
276,Dan Miller,Untitled,,MoMA,America,TRUE,drawing,"drawing, felt-tip pen on paper",56 x 76 cm,2006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,4,FALSE,0,5,0,"overlapping, thin lines, dense in some areas, looped, in layers, lines vary across the surface"
277,John Armleder,Untitled from Supernova,,MoMA,America,FALSE,print,"print, lithograph",56 x 77 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,1,3,4,FALSE,3,0,5,"1 color, varied tones, swirling effect, out of focus effect, hard to grasp, varied"
278,Cai Guo-Qiang,Drawing for Transient Rainbow,,MoMA,China,FALSE,drawing,"drawing, gunpowder on two sheets of paper",455 x 405 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,0,0,4,FALSE,5,3,0,"repetition, exploding gunpowder creating dynamic marks, weird, surreal, specific, repeated marks created and act of how the image is created, exploding gunpowder sandwiched bet 2 huge sheets of paper"
279,Beth Campbell,My Potential Future Based on Present Circumstances (12/14/02),conceptual,MoMA,America,TRUE,drawing,"drawing, pencil on paper",127 x 97 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,0,0,0,3,FALSE,0,5,0,"words leading to other words, small multiple branches, different routes, if I do this, then do I choose this or that, alternate choices, lays out lots of possibilities for taking different paths, light use of pencil"
280,Diller + Scofidio,"Blur Building, Yverdon-les-Bains, Switzerland",conceptual,MoMA,America,FALSE,photography,"photo, still of video of installation",photo of structure 300 feet wide by 200 feet deep by 75 feet high,2003,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,3,4,0,0,1,FALSE,0,0,5,"large floating shape of mist above water, architecture so not completely w/in the remit here but interesting piece w/ floating mist as a b'ding, can't see when inside the building, architecture of atmosphere"
281,Tom Friedman,Untitled,conceptual,Luhring Augustine also  MoMA,America,FALSE,photography,photo,89 x 64 cm,1993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,4,3,FALSE,0,0,5,"upside down, but feels like the figure will fall, power of orientation"
282,Ellen Gallagher,Watery Ecstatic,conceptual,MoMA,America,FALSE,drawing,"drawing, ink, oil, watercolor, pencil, & cut-&-pasted paper on paper",56 x 75 cm,2001,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,4,0,0,3,FALSE,3,5,3,"all off-white, circular lines cut & engraved into paper, sense of movement, scratched into surface of paper, sense of something underneath"
283,Mona Hatoum,Hair Drawing,conceptual,MoMA,Palestine,FALSE,drawing,"drawing, human hair and fingernail on handmade paper",14 x 20 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,4,0,0,4,FALSE,3,5,5,"small lines, handmade paper, empty space, all off-white, human hair lines & fingernail marks in handmade paper, understated, open, ground & marks connected, edge of paper not straight"
284,Anish Kapoor,Untitled,,MoMA,India / UK,FALSE,drawing,"drawing, pastel on paper",55 x 75 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,5,2,4,0,2,FALSE,0,3,5,"deepness of color, shape going from top to bottom, vapourness of edge, depth of color suggesting deep space"
285,Renato Orara,Untitled from the series 'Ten Thousand Things That Breathe',,MoMA,Philippines / America,FALSE,drawing,"drawing, ballpoint pen on notebook paper",20.x 14 cm,2003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,2,0,1,3,FALSE,3,5,5,"repeated match shapes going from dark to light, aligned below each other at angles, some touching, empty space, sense of fading out"
286,Mathias Schmied,Venetian Blinds,,MoMA,Switzerland,FALSE,drawing,"drawing, cut printed paper",76 x 52 cm,2003,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,4,0,0,0,4,FALSE,0,5,5,"repeated parallel lines lighter lines making rectangle cut by vertical column, w/ slightly darker lines describing a shape, slightly longer on left hand side, empty space, vertical paper, small relative size of shape, light in value, made of very thin strips of cut, printed paper"
287,Roman Signer ,Box,,MoMA,Switzerland,FALSE,photography,"photo, still of super 8mm film transferred to video (color, silent)",2 min video,1982,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,3,3,FALSE,0,5,5,"filmed performances w/ homemade erratic objects, often falling over, uncertain as to outcome, experiments - uncertainty less the still photo here as much as the whole of the video - in this enclosed box going over edge of waterfall & his whole project (which includes homemade rockets, catapults, staged explosion events - transformation of materials thro' time, humor)"
288,Sarah Walker,Blue Band,,MoMA,America,FALSE,painting,"painting, synthetic polymer paint on paper",130 x 122 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,2,2,1,2,4,FALSE,5,5,5,"grid, points, different sizes, variegated ground, complex web of drawing layers over areas of color"
289,William Anastasi,"Pocket Drawing - Sept. 24, 2002",conceptual,MoMA,America,FALSE,drawing,"drawing, pencil on paper",57 x 72 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,3,1,0,4,3,FALSE,0,5,3,"repetition, different orientations, grounds much of his work on the idea of chance - here he has folded paper in pocket, walks, uses pencil to graph his movements"
290,John Bock ,Untitled,,MoMA,Germany,FALSE,drawing,"drawing, coffee & pressure-sensitive tape on cut paper",30 x 21 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,2,0,4,4,FALSE,0,5,5,"cut out folding down, empty space, use of cutting paper so part of image hangs down, use of coffee to paint with"
291,Bruce Connor,Bombhead,,MoMA,America,FALSE,photography,"photo, digital print with acrylic paint additions",81 x 64 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,1,3,0,0,4,FALSE,0,0,5,"collage, different elements together, combination of bomb cloud erupting out of neck w/ torso, unexpected"
292,Damien Hirst,"Lavender baby from In a Spin, the Action of the World on Things, Volume 1",,MoMA,UK,TRUE,print,"print, etching from series of 23",91 x 70 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,3,2,0,4,3,FALSE,5,5,3,"thin lines, lightness, concentric circles, splatters outwards, quality of markmaking"
293,Guillermo Kuitca,The Ring,postminimal,MoMA,Argentine,TRUE,print,"print, one of 4 altered ink-jet prints",27 x 22 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,3,3,0,4,3,FALSE,3,5,3,"(see entry 70 also) - here use of broken up text to suggest uncertainty, overlapping text, morphed sense of folding"
294,Matthew Ritchie ,Everyone Belongs to Everyone Else,,MoMA,UK,TRUE,drawing,"drawing, ink & graphite on mylar",56 x 165 cm,2001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,4,2,3,1,4,FALSE,5,5,5,"space between elements,floating space, almost a sense of a time sequence to convey uncertainty / change over time / use of top & bottom timeline, light value & color"
295,Erwin Wurm,House Attack,,Lehmann Maupin Gallery also MoMA,Austria,FALSE,installation,"installation, mixed media",full-size model of one-family house,2006,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,4,3,FALSE,0,0,5,"upside down house on top of museum, balance / out of balance, rather literal - will the house fall off - conveys uncertainty"
296,Mark Lombardi,Freeport,,MoMA,America,TRUE,drawing,"drawing, ballpoint pen & pencil on notebook paper",28 x 36 cm,1994,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,5,FALSE,0,5,3,"words & symbols together, markmaking, diagram in all directions, arrows, erasure, different paths & use of erasure"
297,Dorothea Rockburne ,Drawing Which Makes Itself: Neighbourhood,,MoMA,America,FALSE,installation,"installation, drawing on wall, ransparentized paper, pencil, colored pencil, & felt-tip pen on wall",272 x 381 cm,1973,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,4,0,0,4,3,FALSE,0,5,5," empty space, use of wall, lines trace movement of folded & flipped sheet of paper, aligning corners to registration marks, sheet scored, leaving a line, trace of where paper has been - set of options in creating piece: cld be this cld be that"
298,Eve Aschheim,Stretch,,MoMA,America,FALSE,drawing,"drawing, gesso, crayon & pencil on synthetic polymer sheet",31 x 23 cm,1998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,2,0,4,0,FALSE,0,5,0,"semi transparent, parallel lines in groups overlaid in different directions creating spatial effect"
299,Jill Baroff,Blackbird,,MoMA,America,TRUE,drawing,"drawing, graphite on cut-and-pasted Japanese paper on paper",50 x 72 cm,1997,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,2,2,0,3,1,FALSE,0,5,5,"overlapping papers, arrows in different directions, marks, emptiness of center"
300,John Baldessari ,Goya Series: And,,MoMA,America,TRUE,painting,"painting, ink jet & synthetic polymer paint on canvas",191 x 152 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,1,0,0,4,FALSE,5,5,5,"combination of word & image, with space around them, mottled surface - conceptual leaps; title taken from Goya's Disasters of War"
301,Stan Brakhage,23rd Psalm Branch (Part 1 & 2),,MoMA,America,FALSE,photography,"photo, film still, 16mm film (color, silent)",64 min film,1966/1979,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,3,4,4,4,0,4,FALSE,5,0,5,"intense pools of color, different values, is this an image of blood? it is from a two-part film 'study of war' streaming harrowing newsreel WWII images rapidly interspersed w/ closeup textural colors, values"
302,Markus LÃ_pertz,"Untitled (Landschaft, abstrakt)",,MoMA,Germany,FALSE,drawing,"drawing, gouache & oil stick on paper",36 x 50 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,4,4,1,3,4,FALSE,0,5,5,"overlaying of 2 colors & systems, handdrawn marks, general sense of uncertainty in his work, in markmaking"
303,Harvey Tulcensky ,Untitled,,MoMA,America,FALSE,drawing,"drawing, ballpoint pen on paper",28 x 22 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,3,4,2,1,2,FALSE,0,5,5,"repetition of parallel lines very close together, handmade variation & use of 2 colors in 2 areas, quality of line / touch / mark & placement"
304,Sue Williams,Chicken Leg in Yellow,,303 Gallery also MoMA,America,FALSE,painting,"painting, oil on canvas",178 x 203 cm,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,0,1,1,4,4,FALSE,3,5,5,"all over, all directions, spillage, orientation, almost chaos, semi- representational, ranging from splotches to tiny odd drawings, different sizes, unfixed space, unmoored images, what is going on"
